Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level (1-10)
S1780,Ahmed,Lee,student780@univ.edu,Female,20,Mathematics,78.99,56.87,90.88,62.47,55.67,94.5,94.55,75.8233,C,4.7,Yes,Yes,None,Medium,7
S1781,Emily,Jones,student781@univ.edu,Male,23,Mathematics,70.94,50.91,93.64,98.51,97.33,56.7,93.14,81.705,B,29.7,No,Yes,Bachelor's,Low,10
S1782,David,Thomas,student782@univ.edu,Male,19,Engineering,97.31,59.24,82.68,97.44,54.15,60.3,87.96,73.6283,C,2.4,No,Yes,Master's,Medium,4
S1783,Lisa,Wilson,student783@univ.edu,Male,25,Business,93.41,43.12,54.33,65.33,72.45,43.3,42.43,53.4933,F,23.0,No,Yes,Master's,High,1
S1784,Sara,Clark,student784@univ.edu,Male,18,Business,56.65,94.27,62.8,51.8,83.6,69.7,60.14,70.385,C,24.5,No,No,Master's,Low,6
S1785,Amira,Wilson,student785@univ.edu,Male,25,Business,48.67,94.8,95.13,54.24,83.31,31.9,70.53,71.6517,C,5.2,Yes,Yes,Bachelor's,Low,3
S1786,Jessica,Brown,student786@univ.edu,Male,21,CS,90.46,40.58,40.81,90.35,93.51,61.7,49.37,62.72,D,19.5,No,No,High School,High,2
S1787,Liam,Johnson,student787@univ.edu,Male,19,Engineering,36.42,97.08,40.23,89.58,61.65,5.0,44.76,56.3833,F,11.0,Yes,No,Bachelor's,High,8
S1788,Hassan,Jones,student788@univ.edu,Female,22,CS,60.98,70.46,44.77,98.71,63.16,87.8,74.53,73.2383,C,7.3,Yes,Yes,Bachelor's,Low,6
S1789,Karim,Miller,student789@univ.edu,Male,24,Business,72.11,70.4,57.12,71.33,91.22,73.5,71.83,72.5667,C,20.3,No,No,Bachelor's,Low,1
S1790,Emma,Harris,student790@univ.edu,Female,18,Mathematics,35.6,85.87,82.97,50.6,87.21,8.8,75.29,65.1233,D,27.7,No,Yes,Master's,High,6
S1791,William,Anderson,student791@univ.edu,Female,23,Mathematics,51.02,69.35,72.76,87.25,61.41,17.1,81.45,64.8867,D,13.5,No,No,None,Medium,8
S1792,William,Johnson,student792@univ.edu,Male,24,Mathematics,96.47,92.4,87.3,69.07,93.51,14.9,61.94,69.8533,D,14.2,Yes,Yes,Bachelor's,Low,2
S1793,Maria,Thomas,student793@univ.edu,Female,20,Business,53.61,41.3,63.53,65.18,97.76,54.9,53.66,62.7217,D,15.6,No,No,None,Low,8
S1794,Yusuf,Davis,student794@univ.edu,Female,19,CS,96.71,82.36,76.47,57.07,75.94,49.4,52.98,65.7033,D,15.7,No,Yes,Master's,High,5
S1795,Yusuf,Clark,student795@univ.edu,Female,19,Engineering,67.07,60.47,62.4,84.43,56.41,56.5,68.41,64.77,D,2.5,No,No,Bachelor's,Low,6
S1796,Noor,Miller,student796@univ.edu,Female,25,Business,68.85,74.63,59.86,59.72,56.36,32.2,77.96,60.1217,D,29.2,Yes,Yes,Bachelor's,Medium,10
S1797,Emily,Williams,student797@univ.edu,Female,19,Mathematics,82.51,77.42,44.88,74.55,80.13,89.1,97.5,77.2633,C,9.4,No,No,Bachelor's,Medium,3
S1798,Jessica,Davis,student798@univ.edu,Female,21,Engineering,74.31,59.63,89.49,74.13,57.31,27.3,59.2,61.1767,D,29.6,Yes,Yes,High School,Medium,1
S1799,Amira,Garcia,student799@univ.edu,Female,21,Mathematics,59.61,89.12,40.65,63.05,57.2,2.5,79.1,55.27,F,23.3,Yes,No,None,Low,8
S1800,Zeina,Thomas,student800@univ.edu,Male,25,Business,37.54,56.41,56.56,85.31,72.67,16.3,47.71,55.8267,F,28.8,Yes,Yes,Master's,High,8
S1801,Jessica,Johnson,student801@univ.edu,Female,24,CS,74.02,78.78,63.73,66.33,91.8,3.5,56.97,60.185,D,17.8,Yes,Yes,Bachelor's,Medium,2
S1802,Emma,Johnson,student802@univ.edu,Male,19,Engineering,95.81,54.1,85.28,98.62,66.91,41.3,85.05,71.8767,C,15.8,Yes,No,None,High,3
S1803,Jennifer,Brown,student803@univ.edu,Male,25,Engineering,38.07,94.69,55.65,61.96,82.24,55.8,43.15,65.5817,D,25.6,Yes,No,High School,Low,4
S1804,Karim,Miller,student804@univ.edu,Male,20,Business,52.61,85.36,80.22,50.96,88.28,49.2,80.18,72.3667,C,21.5,Yes,Yes,Bachelor's,High,1
S1805,Omar,Miller,student805@univ.edu,Female,18,Business,79.13,74.89,62.09,94.93,58.21,21.3,72.17,63.9317,D,27.6,No,No,Master's,High,7
S1806,Ali,Garcia,student806@univ.edu,Female,23,Engineering,52.89,55.62,47.15,64.27,51.44,60.3,79.08,59.6433,F,16.3,No,Yes,Bachelor's,Low,1
S1807,Michael,Smith,student807@univ.edu,Male,21,Business,88.31,80.45,93.2,90.89,68.05,5.4,77.57,69.26,D,17.9,No,Yes,High School,Medium,1
S1808,Omar,Jones,student808@univ.edu,Female,21,Mathematics,96.28,63.31,59.64,99.21,80.09,16.5,69.5,64.7083,D,17.7,No,Yes,High School,High,2
S1809,Maria,Williams,student809@univ.edu,Male,18,Business,95.11,58.21,62.89,78.41,57.97,5.4,52.92,52.6333,F,7.3,No,No,High School,Medium,7
S1810,Zeina,Williams,student810@univ.edu,Female,18,CS,51.14,55.76,95.81,94.37,90.03,20.5,95.16,75.2717,C,22.8,Yes,No,Bachelor's,Low,2
S1811,Emma,Miller,student811@univ.edu,Female,22,Business,31.58,73.79,43.8,84.59,60.77,39.8,62.65,60.9,D,3.0,No,No,None,Low,1
S1812,Fatima,Davis,student812@univ.edu,Male,22,Business,80.32,52.16,56.04,83.56,98.16,18.8,81.38,65.0167,D,24.7,Yes,No,None,Low,1
S1813,David,Anderson,student813@univ.edu,Male,23,Mathematics,87.45,72.68,62.4,95.09,86.31,54.1,59.24,71.6367,C,19.9,No,Yes,None,Medium,8
S1814,Jessica,Moore,student814@univ.edu,Male,25,Mathematics,55.22,65.9,76.13,94.24,66.64,35.9,67.99,67.8,D,23.1,Yes,Yes,Master's,High,3
S1815,Hassan,Taylor,student815@univ.edu,Male,20,Engineering,87.73,63.78,89.41,94.04,99.53,54.4,71.17,78.7217,C,18.1,No,Yes,Bachelor's,High,6
S1816,Emily,Smith,student816@univ.edu,Female,23,Mathematics,66.62,89.16,53.14,67.56,70.4,75.2,46.39,66.975,D,19.9,No,Yes,Bachelor's,High,1
S1817,Layla,Martin,student817@univ.edu,Male,25,Engineering,94.11,81.7,58.39,87.79,65.14,20.9,78.29,65.3683,D,28.6,Yes,Yes,High School,Low,5
S1818,Ahmed,Garcia,student818@univ.edu,Male,19,CS,47.74,97.06,65.32,67.88,70.15,69.8,58.01,71.37,C,12.9,Yes,No,None,High,10
S1819,Emily,Clark,student819@univ.edu,Male,25,CS,65.0,61.09,55.35,73.68,89.89,75.3,86.19,73.5833,C,13.8,No,No,High School,Medium,1
S1820,Emily,Brown,student820@univ.edu,Female,22,CS,35.81,83.46,82.94,96.12,72.73,74.9,54.48,77.4383,C,29.6,Yes,No,Master's,High,8
S1821,Omar,Clark,student821@univ.edu,Female,19,CS,77.87,75.61,80.51,51.41,75.31,6.9,50.87,56.7683,F,9.7,No,Yes,Master's,High,2
S1822,Noor,Martin,student822@univ.edu,Female,20,Mathematics,50.54,49.76,57.42,66.57,55.48,15.5,90.24,55.8283,F,7.6,No,Yes,High School,Medium,3
S1823,Karim,Thomas,student823@univ.edu,Male,22,Engineering,45.64,91.93,75.01,74.67,85.69,80.8,96.88,84.1633,B,5.3,Yes,Yes,Bachelor's,High,10
S1824,Fatima,Williams,student824@univ.edu,Female,25,Business,85.6,65.8,82.5,94.88,68.41,54.3,65.12,71.835,C,2.9,No,No,High School,Low,2
S1825,James,Anderson,student825@univ.edu,Female,24,Engineering,93.46,92.53,47.26,58.1,78.52,66.5,66.77,68.28,D,29.9,No,No,None,Low,3
S1826,Fatima,Jackson,student826@univ.edu,Male,18,Engineering,44.17,58.02,84.8,69.54,68.59,51.0,40.73,62.1133,D,16.7,No,Yes,Master's,Low,6
S1827,John,Harris,student827@univ.edu,Male,21,Mathematics,63.48,52.85,50.35,77.65,81.35,85.9,44.26,65.3933,D,20.7,Yes,Yes,None,High,2
S1828,Fatima,Jones,student828@univ.edu,Male,24,Business,95.63,89.68,64.38,87.62,52.15,32.0,63.68,64.9183,D,7.4,No,No,None,High,4
S1829,Amira,Johnson,student829@univ.edu,Female,24,Engineering,46.89,71.28,69.83,53.75,79.99,41.7,73.7,65.0417,D,21.7,Yes,Yes,Master's,Medium,7
S1830,James,White,student830@univ.edu,Female,22,Business,94.35,91.32,68.19,74.39,87.87,84.0,75.37,80.19,B,17.7,Yes,No,Master's,Low,8
S1831,Sarah,Lee,student831@univ.edu,Male,22,Business,95.39,92.49,75.67,61.39,96.34,32.4,54.36,68.775,D,7.4,No,Yes,Master's,High,7
S1832,James,Wilson,student832@univ.edu,Female,21,Engineering,86.16,81.3,51.4,84.3,85.63,55.3,52.27,68.3667,D,15.0,Yes,Yes,Master's,High,4
S1833,Omar,Clark,student833@univ.edu,Female,20,Mathematics,56.25,63.5,83.02,96.62,72.95,34.1,55.28,67.5783,D,4.0,Yes,No,None,Low,2
S1834,Omar,Wilson,student834@univ.edu,Female,25,Business,65.78,65.23,55.94,99.08,81.41,49.0,46.48,66.19,D,14.2,No,Yes,Bachelor's,Low,2
S1835,Jessica,Davis,student835@univ.edu,Male,19,Business,37.52,72.11,47.65,54.79,87.15,42.3,42.4,57.7333,F,20.5,Yes,Yes,High School,Medium,10
S1836,Amira,Wilson,student836@univ.edu,Female,24,Engineering,46.13,77.1,74.24,63.34,77.63,84.1,49.1,70.9183,C,17.5,No,Yes,Bachelor's,Medium,4
S1837,Jennifer,Clark,student837@univ.edu,Male,20,CS,69.99,76.85,98.45,90.48,56.23,24.6,64.38,68.4983,D,8.8,Yes,Yes,Bachelor's,Medium,2
S1838,Maria,Miller,student838@univ.edu,Female,24,Mathematics,61.23,53.93,90.84,70.43,72.21,15.0,93.29,65.95,D,25.8,No,Yes,Master's,Low,8
S1839,Robert,Martin,student839@univ.edu,Female,23,CS,64.93,76.94,90.29,80.33,68.65,70.3,76.06,77.095,C,21.6,No,Yes,None,Low,4
S1840,Sarah,Anderson,student840@univ.edu,Female,22,Engineering,80.05,93.91,62.77,93.89,98.03,68.6,73.8,81.8333,B,20.1,Yes,No,High School,Medium,10
S1841,Jessica,Anderson,student841@univ.edu,Female,18,Mathematics,60.54,66.72,65.45,71.87,67.41,26.9,94.7,65.5083,D,9.3,Yes,Yes,Bachelor's,High,9
S1842,Hassan,Martin,student842@univ.edu,Male,18,Mathematics,55.52,85.64,45.4,95.79,54.62,69.5,43.0,65.6583,D,4.2,No,No,Bachelor's,Medium,3
S1843,Robert,Wilson,student843@univ.edu,Male,21,Mathematics,51.81,71.23,53.91,54.61,52.61,65.5,87.06,64.1533,D,28.7,Yes,No,None,Medium,3
S1844,John,Williams,student844@univ.edu,Male,19,CS,84.1,56.14,86.99,76.7,88.95,55.3,62.14,71.0367,C,7.0,Yes,Yes,High School,Medium,3
S1845,Karim,Wilson,student845@univ.edu,Male,18,Mathematics,39.45,42.9,49.35,56.61,93.08,83.4,74.43,66.6283,D,9.8,Yes,No,Bachelor's,High,2
S1846,Noor,Miller,student846@univ.edu,Male,18,CS,98.8,48.15,57.23,76.44,74.5,75.4,73.02,67.4567,D,22.3,No,No,None,Medium,9
S1847,Robert,Jones,student847@univ.edu,Female,20,CS,44.48,75.99,62.05,64.92,80.22,41.2,62.56,64.49,D,12.5,No,No,Bachelor's,Low,4
S1848,Robert,Johnson,student848@univ.edu,Female,20,Business,57.75,48.54,94.03,95.18,62.65,39.9,82.77,70.5117,C,12.4,Yes,No,Bachelor's,Medium,1
S1849,John,Johnson,student849@univ.edu,Male,22,Business,33.72,67.91,63.19,82.67,71.67,59.8,61.29,67.755,D,16.4,No,Yes,None,Low,6
S1850,Sarah,Garcia,student850@univ.edu,Female,20,CS,99.45,48.76,82.67,63.48,51.23,21.9,71.27,56.5517,F,2.7,No,No,None,Medium,10
S1851,Sarah,Moore,student851@univ.edu,Female,18,CS,91.85,85.51,66.0,75.7,83.32,54.8,84.94,75.045,C,16.2,Yes,No,Master's,High,8
S1852,Amira,Wilson,student852@univ.edu,Male,20,Engineering,36.52,63.03,63.66,52.09,65.15,95.4,51.67,65.1667,D,17.9,No,Yes,None,High,10
S1853,James,Garcia,student853@univ.edu,Male,19,Engineering,90.12,55.93,68.96,53.3,73.42,98.1,95.49,74.2,C,15.8,Yes,No,Master's,High,6
S1854,Emily,Wilson,student854@univ.edu,Female,23,Engineering,76.74,90.12,75.39,84.13,90.31,77.8,54.72,78.745,C,24.8,No,No,Master's,Medium,9
S1855,David,Harris,student855@univ.edu,Female,18,Business,86.12,55.46,89.44,77.75,92.22,21.9,97.37,72.3567,C,15.0,Yes,Yes,Master's,Medium,7
S1856,Robert,Thompson,student856@univ.edu,Female,22,CS,46.97,77.38,96.91,83.14,88.75,92.6,43.41,80.365,B,13.4,No,Yes,None,Medium,1
S1857,Sarah,Anderson,student857@univ.edu,Male,22,Engineering,64.06,99.87,95.67,69.82,60.7,43.0,54.11,70.5283,C,8.8,Yes,No,Bachelor's,High,6
S1858,Fatima,Thomas,student858@univ.edu,Male,19,CS,35.76,84.25,49.0,71.43,94.83,93.4,87.62,80.0883,B,21.5,Yes,Yes,High School,Medium,3
S1859,Liam,Johnson,student859@univ.edu,Female,23,Business,76.62,45.25,49.91,65.49,55.0,99.6,44.94,60.0317,D,3.1,Yes,Yes,Bachelor's,Medium,8
S1860,Ahmed,Wilson,student860@univ.edu,Female,19,Business,39.7,67.74,91.14,57.87,88.8,51.5,69.78,71.1383,C,8.3,No,Yes,None,Medium,3
S1861,Noor,Harris,student861@univ.edu,Female,23,Business,50.56,82.34,64.07,90.35,61.76,98.5,58.56,75.93,C,11.1,Yes,No,Bachelor's,High,3
S1862,Liam,Brown,student862@univ.edu,Male,19,Engineering,37.54,66.94,48.96,53.67,88.52,68.8,74.76,66.9417,D,22.1,No,No,High School,High,9
S1863,Amira,Thompson,student863@univ.edu,Female,21,Mathematics,75.93,61.85,63.45,67.25,52.45,84.1,88.22,69.5533,D,12.9,No,No,None,High,6
S1864,William,Johnson,student864@univ.edu,Female,24,Business,97.06,85.09,92.09,59.2,93.46,16.4,55.04,66.88,D,4.6,No,Yes,High School,Low,4
S1865,Lisa,Clark,student865@univ.edu,Female,22,Engineering,80.45,65.07,86.25,81.58,85.57,80.0,62.38,76.8083,C,2.1,No,Yes,Bachelor's,Low,6
S1866,Yusuf,Martin,student866@univ.edu,Female,24,Engineering,60.45,96.99,88.02,72.75,85.96,54.7,72.33,78.4583,C,23.2,Yes,No,Master's,Low,7
S1867,Fatima,Brown,student867@univ.edu,Female,24,Mathematics,93.99,76.53,53.86,65.76,79.54,44.9,58.02,63.1017,D,20.3,Yes,Yes,Master's,Medium,5
S1868,Maria,Martin,student868@univ.edu,Male,18,Engineering,96.64,66.95,63.82,71.5,97.93,80.2,56.42,72.8033,C,24.8,No,Yes,Master's,High,1
S1869,Emily,Thompson,student869@univ.edu,Male,22,CS,89.87,95.54,63.34,86.29,58.86,65.6,40.85,68.4133,D,14.0,No,Yes,None,Low,2
S1870,Sara,Wilson,student870@univ.edu,Male,22,Business,59.09,94.36,52.25,58.2,54.88,93.2,58.57,68.5767,D,17.2,Yes,Yes,Bachelor's,Low,1
S1871,John,Brown,student871@univ.edu,Female,20,CS,83.54,60.25,70.03,91.76,76.73,51.1,68.87,69.79,D,19.2,Yes,No,High School,Medium,3
S1872,Michael,Garcia,student872@univ.edu,Female,18,CS,99.45,49.74,60.53,76.1,84.48,19.4,99.47,64.9533,D,23.2,No,Yes,Master's,Medium,7
S1873,Ahmed,Martin,student873@univ.edu,Female,21,Engineering,43.31,78.25,86.41,87.39,53.35,99.3,53.61,76.385,C,20.4,No,No,None,Medium,6
S1874,Omar,Davis,student874@univ.edu,Male,25,Engineering,30.26,61.33,99.26,96.7,82.44,41.6,90.25,78.5967,C,29.1,No,Yes,Bachelor's,Low,10
S1875,Lisa,Lee,student875@univ.edu,Male,20,Mathematics,64.6,99.77,83.55,67.04,81.25,3.2,90.11,70.82,C,10.9,No,No,Master's,Low,2
S1876,Liam,Moore,student876@univ.edu,Male,22,Mathematics,99.95,56.84,90.98,99.07,98.76,36.4,69.9,75.325,C,22.7,No,Yes,High School,Medium,6
S1877,Ali,Brown,student877@univ.edu,Male,19,Business,37.94,98.48,86.08,65.92,56.19,57.6,74.93,73.2,C,4.2,Yes,No,Master's,High,9
S1878,Emma,Lee,student878@univ.edu,Female,22,CS,92.67,85.14,42.44,95.94,71.01,65.8,56.14,69.4117,D,3.5,Yes,Yes,High School,Low,8
S1879,Liam,Harris,student879@univ.edu,Female,24,CS,48.5,75.45,73.67,89.71,54.1,16.8,78.91,64.7733,D,17.9,Yes,Yes,None,Low,3
S1880,Ali,Martin,student880@univ.edu,Male,24,CS,77.7,92.5,74.6,86.49,92.09,49.3,54.27,74.875,C,14.0,No,Yes,Master's,Medium,3
S1881,Michael,Thompson,student881@univ.edu,Female,22,Business,47.43,91.37,47.48,71.01,82.42,49.8,98.67,73.4583,C,13.4,Yes,No,Bachelor's,High,3
S1882,Rayan,Thompson,student882@univ.edu,Male,21,Engineering,79.77,53.85,55.0,52.33,53.61,39.5,97.91,58.7,F,9.7,Yes,Yes,Bachelor's,High,2
S1883,Rayan,Williams,student883@univ.edu,Female,19,Business,44.44,48.66,83.46,89.28,93.44,32.5,64.67,68.6683,D,20.5,No,No,Bachelor's,High,3
S1884,Omar,Thomas,student884@univ.edu,Female,21,Engineering,64.29,96.95,66.25,62.61,71.66,15.9,86.88,66.7083,D,25.3,No,No,Bachelor's,Medium,2
S1885,David,Johnson,student885@univ.edu,Female,22,Engineering,59.83,40.83,87.14,76.48,79.32,34.8,78.66,66.205,D,14.6,No,No,None,Medium,3
S1886,Emily,Miller,student886@univ.edu,Female,20,CS,84.67,78.71,63.07,99.32,77.59,64.2,48.68,71.9283,C,9.5,No,No,High School,Medium,9
S1887,Layla,Moore,student887@univ.edu,Female,18,CS,69.7,93.09,54.47,64.14,90.49,75.8,80.11,76.35,C,17.6,Yes,No,High School,Low,1
S1888,Sarah,Lee,student888@univ.edu,Female,23,CS,63.67,51.24,83.96,86.04,71.24,69.6,56.32,69.7333,D,7.6,No,No,High School,Medium,8
S1889,Hassan,Garcia,student889@univ.edu,Male,23,CS,90.05,61.41,85.54,76.62,74.66,43.1,73.75,69.18,D,21.3,Yes,Yes,Bachelor's,Medium,1
S1890,Omar,White,student890@univ.edu,Female,19,CS,77.67,98.56,66.48,56.79,86.9,21.8,45.81,62.7233,D,9.2,No,Yes,Master's,High,10
S1891,William,Garcia,student891@univ.edu,Male,23,Engineering,72.82,45.61,55.02,79.92,87.32,93.8,54.47,69.3567,D,15.3,No,Yes,High School,Medium,4
S1892,Layla,Jackson,student892@univ.edu,Female,19,CS,65.26,53.76,74.54,50.0,84.82,93.5,85.2,73.6367,C,17.6,Yes,Yes,High School,High,10
S1893,Maria,Wilson,student893@univ.edu,Male,20,Engineering,46.4,42.71,50.76,91.36,59.88,29.5,43.68,52.9817,F,14.6,Yes,Yes,High School,High,4
S1894,Jessica,Moore,student894@univ.edu,Female,20,CS,88.35,49.54,62.69,58.57,51.76,17.5,90.57,55.105,F,13.8,Yes,Yes,Bachelor's,Low,3
S1895,Robert,Smith,student895@univ.edu,Female,21,Engineering,48.63,71.22,73.3,83.86,97.5,93.2,93.94,85.5033,B,27.7,No,No,Bachelor's,High,9
S1896,Yusuf,Thompson,student896@univ.edu,Male,25,Mathematics,42.05,90.2,66.7,65.79,80.31,92.6,87.9,80.5833,B,25.4,Yes,No,Master's,Medium,9
S1897,William,Brown,student897@univ.edu,Male,20,CS,46.08,82.02,96.97,55.66,73.97,90.9,74.84,79.06,C,22.7,Yes,Yes,Bachelor's,High,4
S1898,Layla,Johnson,student898@univ.edu,Male,18,CS,46.9,73.14,60.35,76.88,62.98,33.2,48.17,59.12,F,7.0,No,No,Bachelor's,Low,4
S1899,Noor,Brown,student899@univ.edu,Male,25,CS,59.55,78.03,44.81,88.01,73.04,68.1,99.57,75.26,C,11.5,Yes,Yes,High School,High,1
S1900,Layla,Williams,student900@univ.edu,Male,23,Engineering,83.03,88.48,75.15,54.13,59.52,95.3,45.9,69.7467,D,23.9,No,Yes,High School,High,3
S1901,Jessica,Taylor,student901@univ.edu,Female,19,Business,82.68,55.65,45.1,90.64,80.02,57.6,68.61,66.27,D,15.8,Yes,Yes,Bachelor's,Medium,9
S1902,Hassan,Davis,student902@univ.edu,Female,24,Mathematics,32.83,66.08,41.58,79.96,50.14,26.1,54.74,53.1,F,11.7,No,Yes,Master's,High,9
S1903,James,Martin,student903@univ.edu,Male,24,Mathematics,69.41,54.15,48.96,63.47,61.39,32.2,79.68,56.6417,F,12.3,Yes,No,High School,High,1
S1904,Zeina,Harris,student904@univ.edu,Male,24,Engineering,46.83,76.13,76.85,73.0,67.75,99.9,86.34,79.995,C,23.8,Yes,Yes,High School,Low,5
S1905,Layla,Davis,student905@univ.edu,Male,24,Business,88.44,47.46,73.35,76.46,50.25,62.6,55.52,60.94,D,26.0,Yes,No,None,Low,9
S1906,Omar,Thomas,student906@univ.edu,Male,19,Mathematics,48.75,49.29,43.93,84.83,80.95,29.5,50.25,56.4583,F,18.0,No,No,Master's,Low,1
S1907,John,Jackson,student907@univ.edu,Male,23,Mathematics,44.97,58.58,86.7,54.11,93.67,82.2,57.5,72.1267,C,29.5,No,Yes,Master's,Medium,5
S1908,Liam,Jones,student908@univ.edu,Female,21,Business,53.8,80.99,57.63,97.96,95.57,2.3,45.08,63.255,D,12.6,No,No,Master's,High,10
S1909,Rayan,Martin,student909@univ.edu,Male,21,CS,55.79,73.37,70.06,58.92,99.11,33.2,98.35,72.1683,C,15.0,Yes,No,High School,Medium,1
S1910,David,Miller,student910@univ.edu,Male,21,Engineering,97.88,89.44,51.66,76.31,79.36,88.3,47.33,72.0667,C,22.4,Yes,Yes,High School,Low,10
S1911,William,Martin,student911@univ.edu,Female,19,CS,72.45,51.92,75.6,81.54,59.9,21.7,64.3,59.16,F,11.0,Yes,Yes,None,Low,2
S1912,Emma,Clark,student912@univ.edu,Female,23,Mathematics,36.67,97.64,91.5,88.95,86.01,52.4,40.5,76.1667,C,27.5,Yes,Yes,High School,High,2
S1913,Sarah,Jackson,student913@univ.edu,Male,20,CS,47.11,62.64,68.34,85.14,63.19,28.4,98.74,67.7417,D,5.4,No,Yes,Bachelor's,Medium,6
S1914,Hassan,Anderson,student914@univ.edu,Male,18,CS,51.79,44.25,47.39,76.3,88.59,28.7,72.35,59.5967,F,8.3,No,No,Master's,Low,10
S1915,Sara,Jackson,student915@univ.edu,Male,20,Engineering,95.91,76.39,70.35,53.68,72.56,33.5,65.1,61.93,D,4.6,Yes,No,Bachelor's,High,9
S1916,Robert,Davis,student916@univ.edu,Female,18,Business,46.64,96.14,65.72,98.31,87.19,51.9,45.76,74.17,C,22.9,No,Yes,High School,Low,1
S1917,Lisa,Garcia,student917@univ.edu,Female,24,Mathematics,91.92,45.3,92.27,51.36,57.7,45.6,59.22,58.575,F,22.9,Yes,Yes,Bachelor's,Medium,6
S1918,Jessica,Davis,student918@univ.edu,Female,20,Mathematics,70.04,69.12,90.85,71.22,78.07,90.2,77.27,79.455,C,29.5,No,No,High School,Low,4
S1919,David,Lee,student919@univ.edu,Male,25,Engineering,53.98,54.25,91.77,95.64,86.83,52.9,64.45,74.3067,C,7.9,No,Yes,High School,Low,6
S1920,William,Williams,student920@univ.edu,Male,23,CS,86.23,57.15,50.91,50.79,99.77,99.2,74.97,72.1317,C,6.6,No,No,Master's,High,10
S1921,Karim,Clark,student921@univ.edu,Female,19,Business,40.16,87.01,74.76,81.84,78.44,14.7,73.92,68.445,D,10.2,No,Yes,Bachelor's,Low,2
S1922,Ali,Miller,student922@univ.edu,Female,20,Mathematics,58.29,73.59,96.25,70.39,84.98,99.0,68.38,82.0983,B,13.1,Yes,No,None,Low,8
S1923,Ali,Garcia,student923@univ.edu,Female,21,Engineering,52.8,79.75,94.47,82.51,94.93,52.0,79.44,80.5167,B,17.7,Yes,No,High School,Medium,7
S1924,Yusuf,Smith,student924@univ.edu,Male,24,Business,32.1,88.28,87.04,70.31,88.16,54.5,48.8,72.8483,C,20.5,Yes,No,None,Medium,7
S1925,Zeina,Brown,student925@univ.edu,Male,18,Mathematics,86.61,45.9,89.84,94.11,88.32,80.7,58.82,76.2817,C,11.4,Yes,No,Bachelor's,Medium,7
S1926,Jennifer,Johnson,student926@univ.edu,Male,22,Business,73.82,42.43,41.77,97.96,73.92,22.4,40.39,53.145,F,25.9,No,No,None,Low,1
S1927,Ahmed,Thomas,student927@univ.edu,Male,19,CS,76.78,88.86,60.09,98.47,92.72,4.8,43.97,64.8183,D,16.8,No,Yes,Master's,High,10
S1928,Emma,Taylor,student928@univ.edu,Male,25,Mathematics,84.16,91.77,71.31,93.59,97.47,64.2,77.62,82.66,B,3.4,No,Yes,Master's,Medium,1
S1929,Emily,White,student929@univ.edu,Female,22,Mathematics,41.36,82.86,66.94,56.99,70.16,86.3,80.28,73.9217,C,18.7,No,Yes,High School,High,8
S1930,Amira,Harris,student930@univ.edu,Female,18,Engineering,69.58,95.95,44.01,88.89,51.14,93.7,80.48,75.695,C,9.4,Yes,Yes,Bachelor's,Medium,4
S1931,Emma,Johnson,student931@univ.edu,Female,23,Engineering,44.18,94.95,64.08,73.36,96.36,46.4,52.3,71.2417,C,29.9,Yes,Yes,High School,High,3
S1932,Maria,Thomas,student932@univ.edu,Male,21,Mathematics,46.66,70.8,80.18,56.62,74.79,57.3,60.7,66.7317,D,5.4,Yes,No,High School,High,9
S1933,David,Moore,student933@univ.edu,Female,18,Engineering,90.52,59.38,48.45,69.78,75.51,97.3,45.67,66.015,D,9.7,Yes,Yes,None,Low,5
S1934,Rayan,Smith,student934@univ.edu,Female,25,CS,94.94,94.3,84.45,74.98,75.67,91.5,44.51,77.5683,C,25.4,Yes,No,Bachelor's,Low,4
S1935,James,Martin,student935@univ.edu,Female,20,Business,81.42,69.48,83.87,80.32,61.69,42.6,89.58,71.2567,C,26.5,Yes,Yes,Bachelor's,High,6
S1936,Robert,Williams,student936@univ.edu,Female,21,Mathematics,97.18,41.38,87.14,79.43,85.96,42.9,80.84,69.6083,D,29.8,No,No,High School,Medium,8
S1937,John,Thomas,student937@univ.edu,Male,18,Business,83.52,62.57,48.62,82.95,58.55,22.4,60.96,56.0083,F,20.9,Yes,No,Master's,Low,6
S1938,Jennifer,White,student938@univ.edu,Male,22,Mathematics,69.86,83.95,71.37,88.5,58.71,98.2,48.32,74.8417,C,17.9,No,Yes,Master's,Low,7
S1939,Hassan,Clark,student939@univ.edu,Female,18,Engineering,38.88,95.12,91.05,89.92,97.57,69.2,53.79,82.775,B,25.6,No,No,Master's,High,3
S1940,David,Clark,student940@univ.edu,Female,19,CS,49.85,67.11,72.74,72.89,90.51,91.3,81.72,79.3783,C,14.4,No,Yes,Bachelor's,High,7
S1941,William,Thomas,student941@univ.edu,Female,21,Engineering,31.84,76.93,56.49,89.01,98.18,6.3,77.67,67.43,D,29.3,No,No,None,High,3
S1942,Hassan,Thompson,student942@univ.edu,Female,25,Engineering,88.59,47.77,70.97,59.81,99.71,3.8,78.6,60.11,D,10.9,Yes,No,Bachelor's,High,4
